label,url_length,num_dots,repeated_digits,special_chars,num_hyphens,num_slashes,num_underscores,num_question_marks,num_equal_signs,num_dollar_signs,num_exclamation,num_hashtags,num_percent_signs,domain_length,domain_hyphens,domain_special_chars,num_subdomains,avg_subdomain_length,subdomain_complexity,subdomain_hyphen,subdomain_repeated_digits,path_length,has_query,has_fragment,has_anchor,domain_age_days,name_servers,ssl_valid,content_length,num_links,num_forms,num_scripts,num_iframes,favicon_present,login_keywords_count,brand_keywords_count,has_password_field,has_hidden_fields,has_external_scripts,is_error_page,error_page_brand_impersonation,error_page_urgent_language,is_established_domain,has_privacy_policy,has_contact_info,has_terms_of_service,domain_reputation_score
0,23,1,0,0,0,1,0,0,0,0,0,0,0,19,0,0,1,2,1.4970254007805246,0,0,2,0,0,0,1102,3,1,6488,95,1,8,0,1,0,0,0,0,0,0,0,0,1,1,1,1,8
0,18,1,0,0,0,1,0,0,0,0,0,0,0,16,0,0,1,2,1.6253689974545344,0,0,1,0,0,0,3983,2,1,5007,83,2,5,0,1,1,1,0,0,0,0,0,0,1,1,1,1,9
0,22,1,0,0,0,1,0,0,0,0,0,0,0,16,0,0,1,5,1.5766471217965705,0,0,4,0,0,0,2181,3,1,11303,83,2,14,0,1,1,1,0,0,0,0,0,0,1,1,1,1,9
0,16,1,0,0,0,1,0,0,0,0,0,0,0,11,0,0,1,4,1.2077415650622565,0,0,2,0,0,0,3772,2,1,13382,99,1,16,2,1,1,0,0,0,0,0,0,0,1,1,1,1,9
0,23,1,0,0,0,1,0,0,0,0,0,0,0,12,0,0,1,4,1.4944280926748517,0,0,3,0,0,0,1512,2,1,14146,85,2,7,1,1,1,0,0,0,0,0,0,0,1,1,1,1,9
0,20,1,0,0,0,1,0,0,0,0,0,0,0,12,0,0,1,4,1.3494426454037183,0,0,2,0,0,0,1074,3,1,7786,99,2,15,1,1,1,1,0,0,0,0,0,0,1,1,1,1,8
0,15,1,0,0,0,1,0,0,0,0,0,0,0,19,0,0,1,3,1.2028314414063295,0,0,1,0,0,0,4890,3,1,12791,50,1,6,0,1,1,0,0,0,0,0,0,0,1,1,1,1,8
0,22,1,0,1,0,2,0,0,0,0,0,0,0,18,0,0,1,3,1.173518264369127,0,0,5,0,0,0,910,1,0,8516,33,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6
0,32,2,0,1,0,3,0,0,0,0,0,0,0,17,0,0,2,3,2.1827891944481337,0,0,6,0,0,0,1052,1,0,5494,25,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,23,1,0,0,0,2,0,0,0,0,0,0,0,10,0,0,1,5,1.6044576944097328,0,0,4,0,0,0,1564,1,0,5171,71,2,11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,7
0,20,2,0,1,0,3,0,0,0,0,0,0,0,19,0,0,1,3,1.915480417729858,0,0,5,0,0,0,980,2,0,4477,75,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,21,1,0,0,0,1,0,0,0,0,0,0,0,15,0,0,1,5,1.1678738378665399,0,0,10,0,0,0,1646,2,0,4074,70,2,8,1,0,2,2,0,0,0,0,0,0,0,0,0,0,6
0,19,1,0,1,0,3,0,0,0,0,0,0,0,10,0,0,2,3,1.1663901872568059,0,0,7,0,0,0,571,1,0,6911,30,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7
0,30,1,0,1,0,1,0,0,0,0,0,0,0,15,0,0,1,3,1.233032988332337,0,0,9,0,0,0,190,3,0,6032,80,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,28,2,0,0,0,3,0,0,0,0,0,0,0,16,0,0,1,2,2.2677986012781526,0,0,13,0,0,0,1492,2,0,8258,64,2,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0,9
0,25,1,0,0,0,3,0,0,0,0,0,0,0,10,0,0,1,4,1.9918485042656935,0,0,13,0,0,0,746,3,0,6503,56,2,10,2,0,1,1,0,0,0,0,0,0,0,0,0,0,6
0,20,2,0,0,0,3,0,0,0,0,0,0,0,10,0,0,2,5,1.8316094499329298,0,0,3,0,0,0,613,3,0,3458,84,2,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,8
0,34,1,0,1,0,3,0,0,0,0,0,0,0,17,0,0,1,5,1.4989509860764856,0,0,10,0,0,0,801,2,0,8380,90,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
0,20,1,0,1,0,3,0,0,0,0,0,0,0,12,0,0,2,4,1.8227668187004213,0,0,14,0,0,0,887,1,0,4541,54,1,8,1,0,2,2,0,0,0,0,0,0,0,0,0,0,7
0,20,2,0,0,0,1,0,0,0,0,0,0,0,15,0,0,2,3,1.835270633602946,0,0,11,0,0,0,1685,3,0,6952,31,1,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6
0,29,2,0,0,0,1,0,0,0,0,0,0,0,15,0,0,2,2,1.440932363915266,0,0,4,0,0,0,326,3,0,9914,60,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,8
0,21,2,0,1,0,2,0,0,0,0,0,0,0,14,0,0,2,2,2.2101203513614074,0,0,13,0,0,0,763,1,0,8029,97,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
0,25,1,0,1,0,3,0,0,0,0,0,0,0,16,0,0,2,2,1.2805064101702472,0,0,4,0,0,0,994,3,0,7422,95,1,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
0,22,2,0,1,0,1,0,0,0,0,0,0,0,10,0,0,2,5,1.5308392796087404,0,0,3,0,0,0,1953,1,0,3139,28,1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6
0,17,2,0,0,0,1,0,0,0,0,0,0,0,10,0,0,2,5,1.4447901947605044,0,0,2,0,0,0,111,2,0,5083,33,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,8
0,25,1,0,1,0,1,0,0,0,0,0,0,0,12,0,0,2,3,2.1474000332409977,0,0,10,0,0,0,555,2,0,6855,75,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7
0,32,2,0,1,0,1,0,0,0,0,0,0,0,12,0,0,2,2,1.6389463878270587,0,0,11,0,0,0,272,3,0,6732,39,1,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6
0,23,1,0,0,0,3,0,0,0,0,0,0,0,14,0,0,1,3,1.5332408960152812,0,0,1,0,0,0,1191,1,0,7203,47,2,11,2,0,1,2,0,0,0,0,0,0,0,0,0,0,7
0,27,1,0,0,0,1,0,0,0,0,0,0,0,18,0,0,1,5,1.0595566045581364,0,0,14,0,0,0,754,2,0,7618,64,1,13,2,0,1,2,0,0,0,0,0,0,0,0,0,0,7
0,32,1,0,1,0,2,0,0,0,0,0,0,0,11,0,0,1,2,1.399814021022859,0,0,11,0,0,0,862,1,0,6119,41,2,11,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8
0,34,1,0,1,0,3,0,0,0,0,0,0,0,12,0,0,2,2,1.754978416059543,0,0,8,0,0,0,1871,1,0,9751,77,1,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7
0,21,2,0,0,0,1,0,0,0,0,0,0,0,17,0,0,1,5,2.157752598698936,0,0,10,0,0,0,1149,2,0,5555,34,1,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9
0,19,2,0,1,0,3,0,0,0,0,0,0,0,18,0,0,2,5,1.548598117557318,0,0,1,0,0,0,1738,2,0,9765,91,1,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7
0,33,1,0,1,0,1,0,0,0,0,0,0,0,12,0,0,2,5,2.0898873220214007,0,0,2,0,0,0,534,3,0,9964,85,1,10,1,0,1,2,0,0,0,0,0,0,0,0,0,0,9
0,24,2,0,0,0,1,0,0,0,0,0,0,0,14,0,0,2,5,1.125085217807346,0,0,14,0,0,0,361,1,0,4248,31,2,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6
0,34,2,0,0,0,3,0,0,0,0,0,0,0,14,0,0,1,4,1.504252067041899,0,0,4,0,0,0,1284,3,0,6050,47,1,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9
0,34,2,0,0,0,1,0,0,0,0,0,0,0,16,0,0,1,4,1.2983649242334254,0,0,1,0,0,0,462,3,0,6271,21,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,20,1,0,1,0,3,0,0,0,0,0,0,0,18,0,0,2,5,1.546990027330014,0,0,5,0,0,0,565,2,0,9065,87,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,7
0,16,1,0,0,0,2,0,0,0,0,0,0,0,17,0,0,2,3,2.125586309534441,0,0,6,0,0,0,908,2,0,8499,91,2,13,0,0,2,2,0,0,0,0,0,0,0,0,0,0,9
0,28,1,0,1,0,3,0,0,0,0,0,0,0,17,0,0,2,5,1.846044012080673,0,0,9,0,0,0,201,3,0,5122,67,2,10,1,0,2,2,0,0,0,0,0,0,0,0,0,0,8
0,22,1,0,0,0,1,0,0,0,0,0,0,0,16,0,0,1,3,1.5620527670544249,0,0,9,0,0,0,1076,3,0,6416,80,1,14,1,0,2,2,0,0,0,0,0,0,0,0,0,0,9
0,17,1,0,1,0,3,0,0,0,0,0,0,0,15,0,0,2,5,1.2497046687854458,0,0,9,0,0,0,146,2,0,4796,59,2,10,2,0,1,2,0,0,0,0,0,0,0,0,0,0,7
0,25,1,0,0,0,2,0,0,0,0,0,0,0,16,0,0,2,2,1.9531631411738961,0,0,2,0,0,0,848,3,0,8525,73,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,33,2,0,1,0,2,0,0,0,0,0,0,0,13,0,0,2,2,2.018245832367625,0,0,10,0,0,0,1826,3,0,6253,52,1,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,7
0,27,2,0,0,0,2,0,0,0,0,0,0,0,16,0,0,2,4,1.8781287832655926,0,0,2,0,0,0,765,3,0,7067,55,2,11,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8
0,18,1,0,0,0,1,0,0,0,0,0,0,0,13,0,0,2,5,1.4539389602747566,0,0,3,0,0,0,1903,2,0,8001,82,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9
0,27,1,0,0,0,2,0,0,0,0,0,0,0,12,0,0,2,4,2.4946733647992083,0,0,13,0,0,0,1959,2,0,4405,34,1,8,2,0,1,2,0,0,0,0,0,0,0,0,0,0,8
0,17,2,0,1,0,3,0,0,0,0,0,0,0,14,0,0,2,4,2.1356319131045183,0,0,9,0,0,0,1357,3,0,3480,24,2,13,0,0,1,2,0,0,0,0,0,0,0,0,0,0,9
0,33,1,0,1,0,1,0,0,0,0,0,0,0,14,0,0,1,3,1.580461894458896,0,0,3,0,0,0,1072,3,0,7418,32,1,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
0,27,2,0,0,0,3,0,0,0,0,0,0,0,12,0,0,2,3,2.239224326509143,0,0,9,0,0,0,744,3,0,5201,47,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,29,2,0,0,0,1,0,0,0,0,0,0,0,15,0,0,1,3,1.2152810909948257,0,0,7,0,0,0,1688,1,0,3114,81,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,26,1,0,1,0,2,0,0,0,0,0,0,0,11,0,0,1,3,1.5718910185724566,0,0,12,0,0,0,1377,2,0,6171,64,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,6
0,27,2,0,1,0,1,0,0,0,0,0,0,0,10,0,0,2,5,1.519816675248356,0,0,4,0,0,0,877,3,0,4006,90,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,21,2,0,0,0,1,0,0,0,0,0,0,0,12,0,0,2,2,1.762021922312595,0,0,2,0,0,0,512,3,0,6266,52,1,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6
0,22,2,0,1,0,2,0,0,0,0,0,0,0,14,0,0,2,5,2.122385401334572,0,0,11,0,0,0,1404,3,0,3984,90,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
0,33,2,0,1,0,3,0,0,0,0,0,0,0,19,0,0,2,5,1.3370569481031769,0,0,11,0,0,0,1821,1,0,2190,29,1,9,2,0,2,2,0,0,0,0,0,0,0,0,0,0,9
0,31,2,0,1,0,2,0,0,0,0,0,0,0,19,0,0,1,5,1.362986981757898,0,0,1,0,0,0,1924,3,0,8263,70,2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8
0,34,1,0,1,0,1,0,0,0,0,0,0,0,12,0,0,2,5,1.9979820150630498,0,0,3,0,0,0,992,1,0,5297,41,1,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,7
0,18,1,0,0,0,2,0,0,0,0,0,0,0,18,0,0,2,2,1.1351600739988732,0,0,9,0,0,0,662,2,0,3992,46,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,32,1,0,1,0,3,0,0,0,0,0,0,0,10,0,0,1,4,1.75181484767707,0,0,3,0,0,0,366,1,0,2246,63,1,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
0,30,2,0,1,0,3,0,0,0,0,0,0,0,14,0,0,1,4,1.5870290660756496,0,0,7,0,0,0,1365,2,0,3357,63,1,6,2,0,2,2,0,0,0,0,0,0,0,0,0,0,9
0,20,1,0,0,0,3,0,0,0,0,0,0,0,18,0,0,2,4,2.111311970611983,0,0,12,0,0,0,1517,2,0,9757,89,1,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8
0,29,2,0,1,0,2,0,0,0,0,0,0,0,15,0,0,2,3,1.6747066237640593,0,0,10,0,0,0,1507,2,0,8882,77,1,10,2,0,1,2,0,0,0,0,0,0,0,0,0,0,6
0,34,1,0,1,0,3,0,0,0,0,0,0,0,13,0,0,1,4,1.489457806125737,0,0,6,0,0,0,720,1,0,9598,89,1,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,8
0,15,2,0,0,0,2,0,0,0,0,0,0,0,10,0,0,1,3,1.9889870413960768,0,0,12,0,0,0,507,3,0,2850,44,1,8,2,0,1,2,0,0,0,0,0,0,0,0,0,0,7
0,27,1,0,1,0,3,0,0,0,0,0,0,0,15,0,0,2,4,1.2422774464846968,0,0,13,0,0,0,485,1,0,6432,79,1,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7
0,22,1,0,0,0,3,0,0,0,0,0,0,0,14,0,0,2,4,2.2584605397201383,0,0,10,0,0,0,626,2,0,9407,87,1,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9
0,20,1,0,0,0,3,0,0,0,0,0,0,0,10,0,0,2,5,1.3056349144798953,0,0,3,0,0,0,953,1,0,6611,73,1,11,2,0,2,1,0,0,0,0,0,0,0,0,0,0,6
0,20,2,0,0,0,3,0,0,0,0,0,0,0,14,0,0,2,3,2.2237604510930407,0,0,11,0,0,0,1123,1,0,5564,89,2,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9
0,26,1,0,0,0,3,0,0,0,0,0,0,0,13,0,0,2,3,2.1621334170511997,0,0,5,0,0,0,1092,3,0,8901,52,1,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9
0,21,2,0,1,0,2,0,0,0,0,0,0,0,11,0,0,2,4,1.8452307757396864,0,0,1,0,0,0,1228,3,0,6706,50,2,7,2,0,1,2,0,0,0,0,0,0,0,0,0,0,7
0,22,2,0,0,0,2,0,0,0,0,0,0,0,17,0,0,1,4,1.4332896757170912,0,0,13,0,0,0,1108,1,0,3556,51,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,20,1,0,1,0,3,0,0,0,0,0,0,0,10,0,0,2,2,1.4197522703402234,0,0,11,0,0,0,1161,3,0,5747,28,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,19,2,0,1,0,1,0,0,0,0,0,0,0,10,0,0,1,2,2.1594716912967966,0,0,14,0,0,0,1714,2,0,7208,66,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,16,2,0,0,0,2,0,0,0,0,0,0,0,16,0,0,1,4,2.401125382528755,0,0,5,0,0,0,449,2,0,6888,55,2,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,6
0,34,2,0,1,0,3,0,0,0,0,0,0,0,18,0,0,2,4,2.4574783980476083,0,0,10,0,0,0,1141,2,0,7082,77,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
0,31,1,0,1,0,1,0,0,0,0,0,0,0,19,0,0,1,5,1.5406498010413667,0,0,8,0,0,0,172,2,0,3562,42,2,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9
0,20,2,0,1,0,1,0,0,0,0,0,0,0,14,0,0,1,2,2.103561584133603,0,0,10,0,0,0,1573,3,0,7736,91,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7
0,29,1,0,0,0,2,0,0,0,0,0,0,0,15,0,0,1,2,2.35886637705211,0,0,5,0,0,0,1068,3,0,6450,93,2,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6
0,27,1,0,0,0,1,0,0,0,0,0,0,0,18,0,0,2,5,2.415162597805485,0,0,1,0,0,0,1381,3,0,2596,93,1,10,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7
0,28,1,0,1,0,2,0,0,0,0,0,0,0,17,0,0,2,2,1.3788034948537888,0,0,4,0,0,0,1875,3,0,6696,32,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
0,19,1,0,0,0,1,0,0,0,0,0,0,0,10,0,0,1,5,1.8019653351703426,0,0,7,0,0,0,1189,1,0,3921,43,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
0,20,1,0,0,0,1,0,0,0,0,0,0,0,18,0,0,2,3,1.5779084437999038,0,0,6,0,0,0,1818,3,0,3005,40,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,16,2,0,1,0,2,0,0,0,0,0,0,0,18,0,0,2,4,2.1019076819288243,0,0,14,0,0,0,189,1,0,7936,30,1,12,2,0,2,2,0,0,0,0,0,0,0,0,0,0,7
0,29,1,0,0,0,3,0,0,0,0,0,0,0,17,0,0,1,4,1.7738107317647294,0,0,13,0,0,0,1410,1,0,6071,47,1,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9
0,22,2,0,0,0,2,0,0,0,0,0,0,0,13,0,0,2,2,2.3147763542378677,0,0,1,0,0,0,573,2,0,4302,48,1,6,2,0,2,1,0,0,0,0,0,0,0,0,0,0,7
0,31,2,0,0,0,3,0,0,0,0,0,0,0,19,0,0,1,4,2.177980905664766,0,0,13,0,0,0,646,1,0,7632,88,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6
1,31,3,1,3,2,5,1,1,1,0,0,0,1,15,1,1,2,9,3.3822633374386815,0,0,18,0,0,0,26,0,0,2152,11,2,18,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0
1,39,4,2,3,1,2,1,0,0,0,1,1,1,23,2,1,1,11,3.3777742462727782,0,0,19,0,0,0,14,0,0,2282,8,2,11,2,0,7,2,0,0,0,0,0,0,0,0,0,0,3
1,34,3,2,1,0,3,1,1,1,0,1,1,0,25,0,2,2,10,3.764525203351834,0,0,13,0,0,0,54,0,0,1272,20,4,10,1,0,5,5,0,0,0,0,0,0,0,0,0,0,3
1,37,2,2,3,2,4,0,0,1,1,0,0,1,19,2,0,3,11,2.206985004491141,0,0,21,0,0,0,13,1,0,1743,21,4,17,1,0,6,2,0,0,0,0,0,0,0,0,0,0,2
1,40,4,2,3,1,4,1,0,1,1,1,0,1,27,0,2,2,5,3.3558016861448086,0,0,21,0,0,0,7,0,0,2397,14,2,15,5,0,7,6,0,0,0,0,0,0,0,0,0,0,1
1,52,2,2,2,2,2,0,0,0,0,0,0,0,30,2,2,3,4,2.7303037728230057,0,0,14,0,0,0,38,1,0,1764,20,1,11,3,0,6,7,0,0,0,0,0,0,0,0,0,0,0
1,43,3,2,1,2,4,0,0,1,1,1,1,1,32,1,2,3,5,3.6333226117967103,0,0,8,0,0,0,5,0,0,605,28,3,18,5,0,7,5,0,0,0,0,0,0,0,0,0,0,2
1,47,4,1,1,0,3,1,1,1,0,1,0,0,24,1,0,2,6,3.0425720954139415,0,0,14,0,0,0,51,1,0,1163,13,1,5,3,0,6,5,0,0,0,0,0,0,0,0,0,0,3
1,35,2,1,1,1,3,0,1,0,1,1,1,0,25,2,2,2,10,3.986762868248838,0,0,23,0,0,0,32,0,0,863,10,1,14,4,0,6,3,0,0,0,0,0,0,0,0,0,0,0
1,58,4,1,2,2,2,0,0,1,0,1,0,0,38,2,2,3,5,2.7727044710191615,0,0,22,0,0,0,25,0,0,1088,26,1,10,4,0,4,6,0,0,0,0,0,0,0,0,0,0,3
1,45,2,2,2,0,4,1,0,0,0,1,1,1,28,1,2,3,10,2.462880287722659,0,0,12,0,0,0,51,0,0,2009,29,1,9,1,0,5,6,0,0,0,0,0,0,0,0,0,0,0
1,38,2,1,3,1,2,1,1,0,0,0,0,0,37,0,2,2,4,2.8407632256640465,0,0,14,0,0,0,41,0,0,1203,26,3,15,3,0,6,3,0,0,0,1,3,4,0,0,0,0,1
1,50,2,2,1,1,5,0,0,0,0,1,0,0,38,2,0,1,11,3.788864515140731,0,0,18,0,0,0,20,1,0,1483,29,2,17,4,0,7,2,0,0,0,1,3,4,0,0,0,0,1
1,42,4,2,3,2,2,0,0,1,0,0,1,1,21,2,2,1,11,3.0846027818122854,0,0,11,0,0,0,55,1,0,2065,11,2,12,1,0,2,7,0,0,0,1,3,4,0,0,0,0,2
1,42,4,1,3,2,3,1,1,1,1,1,0,0,35,0,1,2,9,2.3886629366132306,0,0,24,0,0,0,41,1,0,955,7,1,18,3,0,6,2,0,0,0,0,0,0,0,0,0,0,2
1,52,2,1,1,0,2,0,1,1,0,0,0,0,22,1,2,2,5,2.126560795382492,0,0,8,0,0,0,36,0,0,604,28,1,9,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0
1,35,3,2,2,0,2,0,1,0,1,0,1,0,31,1,0,1,4,2.265956797751511,0,0,11,0,0,0,7,0,0,1740,26,1,14,4,0,7,2,0,0,0,0,0,0,0,0,0,0,2
1,62,3,3,4,4,7,2,1,3,3,3,0,3,28,2,1,4,13,4.208106927328901,0,0,20,0,0,0,23,0,0,2503,7,4,16,1,0,6,4,0,0,0,0,2,2,0,0,0,0,0
1,48,4,2,5,1,9,3,2,2,1,2,2,1,20,2,1,2,6,3.880139233138629,0,0,26,0,0,0,26,1,0,1130,29,3,13,5,0,2,3,0,0,0,0,0,2,0,0,0,0,2
1,75,4,3,6,4,5,1,1,2,2,2,2,3,43,1,3,4,10,2.67179169382745,0,0,24,0,0,0,12,0,0,2044,16,3,7,2,0,7,6,0,0,0,0,0,1,0,0,0,0,1
1,45,6,3,6,1,6,3,3,2,2,3,2,3,49,3,1,5,10,3.180957553556534,0,0,28,0,0,0,29,1,0,1511,27,4,19,3,0,2,6,0,0,0,0,2,2,0,0,0,0,1
1,74,4,4,6,2,5,1,3,1,3,2,1,1,30,3,2,3,11,4.022492366379926,0,0,24,0,0,0,17,0,0,2753,24,1,6,3,0,3,6,0,0,0,0,2,2,0,0,0,0,0
1,68,5,2,4,4,4,3,2,3,3,3,2,1,47,2,1,2,14,4.04857642557265,0,0,38,0,0,0,13,0,0,2829,23,1,18,2,0,4,5,0,0,0,0,0,1,0,0,0,0,3
1,79,6,1,3,4,6,3,1,2,3,1,2,1,45,2,2,4,12,4.908265304008447,0,0,15,0,0,0,26,0,0,1049,21,2,13,1,0,5,3,0,0,0,0,1,4,0,0,0,0,0
1,68,7,2,6,4,9,2,3,2,1,2,0,3,30,4,3,2,11,2.6373608863644122,0,0,16,0,0,0,6,1,0,1621,15,1,7,1,0,3,2,0,0,0,0,0,3,0,0,0,0,0
1,65,7,1,5,4,3,2,3,3,1,1,1,2,38,1,2,4,11,4.81974252285685,0,0,34,0,0,0,19,1,0,656,24,1,11,4,0,6,5,0,0,0,0,2,4,0,0,0,0,3
1,57,7,3,6,3,5,2,1,1,2,3,0,2,29,3,2,5,12,3.80540387194662,0,0,27,0,0,0,5,0,0,1379,20,2,19,3,0,4,7,0,0,0,0,0,0,0,0,0,0,4
